Term,Meaning_of_term,Dialect type,Location_Recognition_question,correct_answer
ازوع,اتقيأ,General,"المهمة: حدد أي دولة تستخدم المصطلح 'ازوع' بشكل رئيسي.
السؤال: في أي دولة يستخدم المصطلح 'ازوع' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) الكويت
د) البحرين",أ
اسبر,انظر للشيء بسرعة وتعال,Western,"المهمة: تحديد المنطقة التي تستخدم فيها الكلمة 'اسبر' بشكل شائع.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'اسبر' بشكل رئيسي؟
الخيارات:
أ) جدة
ب) مكة
ج) الرياض
د) الدمام",أ
استح,استح، يستحي، استحى بمعنى الخجل.,Central,"المهمة: حدد الموقع الذي يُستخدم فيه المصطلح 'استح' بشكل رئيسي.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'استح' بشكل شائع؟
الخيارات:
أ) الرياض
ب) الدمام
ج) جدة
د) مكة",أ
اسعدتاني,اسعدتاني تعني اسعدتني,Central,"المهمة: حدد المكان الأكثر شيوعًا لاستخدام الكلمة 'اسعدتاني'.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'اسعدتاني' بشكل شائع؟
الخيارات:
أ) الرياض
ب) الدمام
ج) مكة
د) حائل",أ
اسفهه,يعني تجاهله ولا تعطيه أهمية,General,"المهمة: حدد الدولة التي يرتبط بها استخدام كلمة 'اسفهه' بشكل رئيسي.
السؤال: أي دولة تستخدم المصطلح 'اسفهه' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) الكويت",أ
اسلم,بهمزة الوصل. وتعني سَلِمت. وتستخدم كثيرا أوقات السقوط على الأرض أو العرقلة أو حتى الحكة والشرقة.,General,"المهمة: حدد المدينة التي يُستخدم فيها المصطلح 'اسلم' بشكل شائع.
السؤال: في أي منطقة من مناطق السعودية يُستخدم المصطلح 'اسلم' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) الكويت",أ
اش قومك,معناها باختصار وش فيك,General,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'اش قومك' بشكل شائع.
السؤال: في أي دولة يُستخدم المصطلح 'اش قومك' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) البحرين
د) الإمارات",أ
اشبنا.,كلمة تقال للتعجب أو الإندهاش أو عند الغضب أو عند محاولة إيجاد مخرج عند الجدال مع شخص وأنت تعلم أنه لن يتركك إلا بعد أن يصب غضبه عليك.,Western,"المهمة: حدد المدينة أو المنطقة التي تُستخدم فيها كلمة 'اشبنا' بشكل أكبر.
السؤال: ما هي المنطقة الأكثر استخدامًا لكلمة 'اشبنا'?
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) مكة",أ
اشتحنت,اشتحنت لك نفس كلمة أشتقت لك,General,"المهمة: حدد الدولة التي يتم فيها استخدام كلمة 'اشتحنت' بشكل رئيسي.
السؤال: في أي دولة يُستخدم مصطلح 'اشتحنت' بشكل شائع؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
اشتلوك,ان الجن ياخذونك,General,"المهمة: حدد البلد الذي يُستخدم فيه مصطلح 'اشتلوك' بشكل رئيسي.
السؤال: أي دولة تستخدم المصطلح 'اشتلوك' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
اص,اسكت ، امر بالسكوت,Central,"المهمة: حدد المنطقة الأكثر شيوعا لاستخدام كلمة 'اص'.
السؤال: في أي منطقة سعودية تستخدم كلمة 'اص' بشكل رئيسي؟
الخيارات:
أ) مكة المكرمة
ب) المدينة المنورة
ج) الرياض
د) القصيم",ج
اصْقَه,الشخص ضعيف حاسة السمع أو الشخص الذي لا يسمع.,Central,"المهمة: حدد موقع استعمال كلمة 'اصْقَه'.
السؤال: أين يُستخدم المصطلح 'اصْقَه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
اطنك,اطنك كف,Western,"المهمة: حدد المنطقة التي يرتبط بها المصطلح 'اطنك' أكثر.
السؤال: أين يُستخدم المصطلح 'اطنك' بشكل أكثر شيوعاً؟
الخيارات:
أ) مكة
ب) الرياض
ج) الدمام
د) جدة",د
اصنصير,المصعد الكهربائي,General,"المهمة: حدد الدولة التي تستخدم كلمة 'اصنصير' بشكل أساسي.
السؤال: في أي دولة يُستخدم مصطلح 'اصنصير' بشكل شائع؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) عمان",أ
اصنك,اصنك كف,Central,"المهمة: تحديد المكان المرتبط بكلمة 'اصنك'.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'اصنك' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
شَرْبَتْ,هي كلمة تستخدم في محافظة القطيف وتعني غوار,Eastern,"المهمة: حدد الموقع الذي يُستخدم فيه المصطلح 'شَرْبَتْ' بشكل شائع.
السؤال: أي دولة تستخدم المصطلح 'شَرْبَتْ' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) القصيم
ج) الدمام
د) القطيف",د
اطحس,بمعنى تنحى قليلاً,Central,"المهمة: حدد المنطقة التي يرتبط بها استخدام المصطلح 'اطحس'.
السؤال: أين يُستخدم المصطلح 'اطحس' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
اطرق,"للذكر "" اطرق "" وللانثى "" طرقا "" بمعني جميل جداً.",Central,"المهمة: تحديد المكان الذي تُستخدم فيه الكلمة بشكل شائع.
السؤال: أين يُستخدم المصطلح 'اطرق' بشكل شائع؟
الخيارات:
أ) الرياض
ب) المدينة المنورة
ج) الدمام
د) جدة",أ
اطرمخ,اطرمخ = طاح او داخ,Southern,"المهمة: حدد الموقع الذي تُستخدم فيه كلمة 'اطرمخ'.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'اطرمخ' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها",ب
اطقطق,يقال عندما يريد شخصا ما الاستهبال على احد الاشخاص,General,"المهمة: اختر المدينة أو المنطقة التي يُستخدم فيها المصطلح 'اطقطق' بشكل أكثر شيوعاً.
السؤال: أي منطقة سعودية تستخدم كلمة 'اطقطق' بشكل شائع؟
الخيارات:
أ) الكويت
ب) البحرين
ج) السعودية
د) عمان",ج
اطلق,يعني احسن او شي مره واو,General,"المهمة: حدد المنطقة التي يستخدم فيها المصطلح 'اطلق' بشكل أكبر.
السؤال: في أي دولة يتم استخدام كلمة 'اطلق' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
بشبشانة,عنكبوت,Southern,"المهمة: حدد الموقع الذي يُستخدم فيه مصطلح ""بشبشانة"" بشكل رئيسي.
السؤال: في أي منطقة سعودية تُستخدم كلمة ""بشبشانة"" بهذا المعنى؟
الخيارات:
أ) المنطقة الوسطى
ب) المنطقة الشرقية
ج) جازان
د) تبوك",ج
اعقب,اي : اسكت ولا تتكلم ولا حرف,Central,"المهمة: حدد أين يُستخدم المصطلح 'اعقب' بشكل رئيسي.
السؤال: في أي منطقة من المملكة يُستخدم مصطلح 'اعقب عقبت' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) مكة
ج) الدمام
د) المدينة المنورة",أ
اغليك,اغْلِيك ، غَلَاتَك ، يغليك. اصل الكلمة :غَلَاء اغليك تعني : قيمتك عندي عالية فمثلا لو كان شخصا يغلي بيته جداً . فمهما كان سعر هذا البيت في السوق ومهما كانت قيمته عند الناس فإن غلاته : اي قيمتة الخاصة عند راعيه عالية .,General,"المهمة: حدد البلد الذي يُستخدم فيه المصطلح 'اغليك' بشكل رئيسي.
السؤال: أي دولة تستخدم المصطلح 'اغليك' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) البحرين
ج) الإمارات
د) الكويت",أ
افتقها,بمعنى فلها او بالاصح لاتخلي في نفسك شي اللي ودك تسويه سويه,Western,"المهمة: حدد المنطقة الأكثر استخدامًا لكلمة 'افتقها'.
السؤال: في أي منطقة من مناطق السعودية تستخدم كلمة 'افتقها' بشكل رئيسي؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) تبوك",ب
سردح,سردح : بمعنى اغرب عن وجهي,Western,"المهمة: حدد الموقع الجغرافي الذي يتم فيه استخدام كلمة 'سردح' بشكل شائع.
السؤال: أي منطقة سعودية تُستخدم فيها الكلمة 'سردح' بشكل أساسي؟
الخيارات:
أ) الرياض
ب) مكة
ج) جدة
د) الدمام",ب
شتبغا,"شتبغا عبارة عن جمع كلمتين الا و هي ""ايش"" و ""تبغا"" و تعبر عن ماذا تريد بالعربية الفصحى.",General,"المهمة: اختر الدولة التي تُستخدم فيها الكلمة 'شتبغا' بشكل رئيسي.
السؤال: أي دولة تستخدم المصطلح 'شتبغا' بشكل أساسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
افرشه,يعني بأن يتضارب مع شخص اخر باختصار بلعن شكلك,Central,"المهمة: حدد المكان الذي يُستخدم فيه مصطلح 'افرشه' بشكل رئيسي.
السؤال: أين يُستخدم المصطلح 'افرشه' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل",أ
افرنقع,إختفي عن وجهي.,Western,"المهمة: حدد أين تستخدم كلمة 'افرنقع' بشكل شائع.
السؤال: في أي منطقة من المملكة العربية السعودية يُستخدم مصطلح 'افرنقع' بشكل رئيسي؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) الطائف",أ
افقشه,أفجر البالونه,Central,"المهمة: حدد المدينة التي يرتبط بها استخدام كلمة 'افقشه'.
السؤال: في أي مدينة سعودية يستخدم المصطلح 'افقشه' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) حائل
الإجابة الصحيحة:",
افْقَعْ,اهرب !,Western,"المهمة: حدد الموقع الجغرافي المرتبط بالكلمة.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'افْقَعْ' بشكل أكبر؟
الخيارات:
أ) مكة
ب) الرياض
ج) جدة
د) الدمام",أ
دافور,هو لقب يُطلق على من اُشتهر بذكاءه أو باجتهاده في دراسته، وغالباً يكون حاصل على درجات عالية,General,"المهمة: حدد المكان الذي يُستخدم فيه المصطلح 'دافور' بشكل رئيسي.
السؤال: في أي دولة يُستخدم مصطلح 'دافور' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) البحرين
د) الإمارات",أ
افقع,يعني اهرب ولا اهربو,Southern,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح بشكل رئيسي.
السؤال: في أي منطقة سعودية تُستخدم عبارة ""افقع"" بشكل شائع بمعنى ""اهرب أو انقلع""؟
الخيارات:
أ) المنطقة الغربية
ب) المنطقة الشرقية
ج) المنطقة الجنوبية
د) المنطقة الشمالية",ج
افهق,ابتعد,Central,"المهمة: حدد المكان الذي يُستخدم فيه مصطلح 'افهق' بشكل أكثر شيوعاً.
السؤال: أين يُستخدم المصطلح 'افهق' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) البحرين
ج) الكويت
د) الإمارات",أ
اقتراز,اِقْتَرِز (فعل امر) ، اِقْتِرَاز ، يِقْتَرِز . تعني عملية المبادرة بالرز. بمعنى اقتحام الموقف وتغييره الى امر او وضع يثير الاعجاب ، ليُعجب الناس به وبشخصه او شكله او فعلته. وهي كلمة مركبة من (اقتحام + رِز),General,"المهمة: حدد المنطقة الأكثر شيوعاً لاستخدام كلمة 'اقتراز'.
السؤال: أي من الدول التالية تستخدم المصطلح 'اقتراز' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) الكويت",أ
اقحص,"اقحص فعل أمر بمعنى "" قم بسرعة "" والماضي قحص والمضارع يقحص وتستعمل في معظم منطقة نجد وخاصة مناطق البادية والقرى أكثر من المدن ، مع أنها مفهومة في معظم أرجاء المملكة ولو قل استعمالها في تلك المناطق .",Central,"المهمة: حدد المنطقة الأكثر شيوعًا لاستخدام كلمة 'اقحص'.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'اقحص' بشكل الأكثر شيوعًا؟
الخيارات:
أ) جدة
ب) الرياض
ج) القصيم
د) حائل",ب
اقحني,كثرة شرب القهوة او الشاي وغيره,Western,"المهمة: حدد الموقع الذي يرتبط بكلمة 'اقحني'.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'اقحني' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) تبوك",ب
اقدع,اقدع معناها ارمي ، تقال عند التخلص من الشيء أو للرمي بقوة أو بغضب,Western,"المهمة: حدد المنطقة أو المدينة التي يُستخدم فيها المصطلح 'اقدع' بشكل أكثر شيوعاً.
السؤال: أين يُستخدم المصطلح 'اقدع' بشكل أكثر شيوعاً؟
الخيارات:
أ) مكة
ب) الرياض
ج) جدة
د) المدينة",ج
اقرط,تخلص من ارمها ارمه,General,"المهمة: حدد المكان الذي تستخدم فيه الكلمة 'اقرط' بشكل شائع.
السؤال: في أي دولة تستخدم المصطلح 'اقرط' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) البحرين
د) الإمارات",أ
آزيت,آزيت تعني انتهيت من أداء العمل أو الواجب أو الأمر الذي كُلفت به,General,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'آزيت' بشكل رئيسي.
السؤال: في أي دولة يُستخدم المصطلح 'آزيت' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
اقطب,بمعنى اقطع جزء صغير من هذا الشئ وتستخدم لوصف الأشياء الصغيرة ويقال قطبة خبيزة,Central,"المهمة: تحديد المنطقة التي تستخدم فيها كلمة 'اقطب'.
السؤال: أين يُستخدم المصطلح 'اقطب' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) القصيم
د) حائل",ج
اقعد/ي,اجلس/ي,General,"المهمة: حدد المدينة التي تستخدم فيها كلمة 'اقعد/ي' بشكل شائع.
السؤال: أي مدينة سعودية تستخدم كلمة 'اقعد/ي' بشكل رئيسي؟
الخيارات:
أ) السعودية
ب) قطر
ج) الكويت
د) البحرين",أ
اكرمهم وعزهم,يقولها ضيف عند انتهاء من طعام عن,General,"المهمة: تحديد المكان الذي تستخدم فيه العبارة بشكل شائع.
السؤال: في أي دولة تستخدم عبارة 'اكرمهم وعزهم' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
اكزخانة,الصيدلية,Central,"المهمة: حدد المكان الأكثر شيوعاً لاستخدام كلمة 'اكزخانة'.
السؤال: أين يُستخدم المصطلح 'اكزخانة' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) أبوظبي
ج) المنامة
د) الكويت",أ
اكود,تعني يمكن بنسبة كبيرة وهي كلمة احسائية,Eastern,"المهمة: حدد الموقع حيث تكثر استخدام 'اكود'.
السؤال: في أي منطقة سعودية يتم استخدام كلمة 'اكود' بشكل شائع؟
الخيارات:
أ) الاحساء
ب) الرياض
ج) جدة
د) الدمام",أ
الاستراحة,وهي مباني مغلقة مخصصه للترفيه، والأستجمام، وجلسات السمر. و يوجد بها مجالس بيت شعر وقد يوجد بها ملعب لكرة القدم أو الطائرة. وبركة سباحة.,General,"المهمة: حدد الدولة التي تستخدم المصطلح 'الاستراحة' بشكل رئيسي.
السؤال: في أي دولة يستخدم مصطلح 'الاستراحة' بشكل أساسي؟
الخيارات:
أ) الكويت
ب) المملكة العربية السعودية
ج) الإمارات
د) البحرين",ب
البارحة,"ليلة الأمس ؛ وهي كلمة حسائية يرادفها بالعكس كلمة ""الجابلة"" التي تعني ليلة الغد.",General,"المهمة: حدد المنطقة الأكثر استخدامًا لكلمة 'البارحة'.
السؤال: أي دولة تستخدم المصطلح 'البارحة' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) البحرين
د) العراق",أ
البازان,البازان اعتقد ان اصولها غير عربية ولكنها استخدمت في الماضي في مكة المكرمة والمدينة المنورة، وهي تعني المكان به بئر ماء لسقيا الناس منه مجانا ، والسقا الشخص الذي يستقي الماء لنفسه او للناس من هذه الابار = البازانات في منطقة مكة المكرمة اجياد والمحيطة بالحرم بئر العسكر : وتقع حاليا امام مخرج فندق سويس هوتيل عند مركز الدفاع المدني بئر الحمام : بئر في شارع ابو بكر الصديق سابقا حاليا مكان البئر فندق دار التوحيد,Western,"المهمة: حدد الموقع الأكثر شهرة بكلمة 'البازان'.
السؤال: أين يُستخدم المصطلح 'البازان' بشكل أكثر شيوعاً؟
الخيارات:
أ) مكة المكرمة
ب) الدمام
ج) الأحساء
د) المدينة المنورة",أ
البرحة,البرحة: المكان الوسيع او حوش كبير,Southern,"المهمة: حدد أين يُستخدم المصطلح 'البرحة' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'البرحة' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) الدمام",ب
البُزوره,البزٌوره : تعني في الحجازية الأطفال وهي جمع لبزر,Western,"المهمة: حدد المنطقة التي يُستخدم فيها المصطلح 'البُزوره' بشكل رئيسي.
السؤال: أين يُستخدم المصطلح 'البُزوره' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) المدينة المنورة",أ
البليه,عندما ينسى الشراري طلب الشيء يقول البلية,Western,"المهمة: حدد أين يُستخدم المصطلح 'البليه' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'البليه' بكثرة؟
الخيارات:
أ) الرياض
ب) مكة
ج) الدمام
د) الخبر",ب
البنصقة,البنصقة هي من فعل يتبنصق او تتبنصق اي يتفنن في التأخر عن الموعد او تأخر شديد عن الموعد,Central,"المهمة: حدد الموقع الذي يُستخدم فيه مصطلح 'البنصقة' بشكل شائع.
السؤال: في أي منطقة سعودية يستخدم مصطلح 'البنصقة'؟
الخيارات:
أ) الرياض
ب) الدمام
ج) تبوك
د) جدة",أ
التسليك,اعطاء رد يوحي على الأهتمام بحديث الشخص اللذي يخاطبك بالرغم من من وضوح أمارات اللامبالاة سواء في تعابير وجهك او نبرة صوتك.,General,"المهمة: حدد أين يُستخدم المصطلح 'التسليك' بشكل أكثر شيوعاً.
السؤال: أي دولة تستخدم المصطلح 'التسليك' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الإمارات
ج) البحرين
د) الكويت",أ
التلوت,معناها يوم الثلاثاء عند اهل الحجاز,Western,"المهمة: حدد المنطقة التي يستخدم فيها المصطلح 'التلوت' بشكل أكبر.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'التلوت' بشكل أكثر شيوعاً؟
الخيارات:
أ) مكة المكرمة
ب) الرياض
ج) المدينة المنورة
د) جدة",أ
التليك,ما يلبس في القدم من احذية مطاطية عادة,Western,"المهمة: حدد الموقع المعروف لاستخدام كلمة 'التليك'.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'التليك' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) المدينة",ب
الجابلة,كلمة شرقية اللهجة مستخدمة غالباً في منطقة الأحساء ومعناها: غداً ، وبالتحديد: غداً في الليل، أي: ليلةُ الغد.,Eastern,"المهمة: حدد الموقع الذي تُستخدم فيه الكلمة 'الجابلة' بشكل رئيسي.
السؤال: في أي منطقة من مناطق السعودية تُستخدم الكلمة 'الجابلة' بشكل شائع؟
الخيارات:
أ) الأحساء
ب) الدمام
ج) جدة
د) الرياض",أ
الجدف,تعني القبر. لكنها مرادفة سلبية.,General,"المهمة: حدد الدولة التي تستخدم عادة كلمة 'الجدف'.
السؤال: في أي دولة تُستخدم كلمة 'الجدف' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
الجعبوق,الجعبوق(بضم الجيم او فتحها) هو اسم لوحش اسطوري ساقيه ويداه نحيلتان وطويلتان ولديه قدمين وكفين ضخمان وصدره ضخم وله وجه منقاري قبيح يمكنك ان ترى صورته في محرك بحث تويتر (اكس),General,"المهمة: حدد أين يُستخدم المصطلح 'الجعبوق' بشكل أكثر شيوعاً.
السؤال: أي دولة تستخدم المصطلح 'الجعبوق' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
الجمتك,معنى الجمتك اي اسكتك واغلقت فمك وجعلتك خاضع غير قادر على الرد,General,"المهمة: حدد الدولة التي تُستخدم فيها الكلمة 'الجمتك' بشكل رئيسي.
السؤال: أي دولة تستخدم المصطلح 'الجمتك' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
الجنه,تطلق على الفتاة الملتزمة بشدة,Central,"المهمة: أين يُستخدم المصطلح 'الجنه' بشكل أكثر شيوعاً؟
السؤال: أي منطقة سعودية ترجع إليها كلمة 'الجنه'؟
الخيارات:
أ) الرياض
ب) جدة
ج) القصيم
د) حائل",أ
الحاصل,بمعنى (مع انه) او (بالرغم),Southern,"المهمة: حدد المنطقة الأكثر ارتباطاً باستخدام كلمة 'الحاصل'.
السؤال: في أي منطقة سعودية يُستخدم المصطلح 'الحاصل' بشكل شائع؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) أبها
الإجابة الصحيحة:",
الحموضات,الحمضيات مثل الليمون والبرتقال لكن خاصةً الليمون,Western,"المهمة: حدد المدينة التي يستخدم فيها مصطلح 'الحموضات' بشكل شائع.
السؤال: في أي مدينة تكثر استخدام كلمة 'الحموضات' بشكل عام؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدار البيضاء
د) مسقط",ب
الحين,الحين يعني في هذا الوقت,Central,"المهمة: اختر المكان المناسب لمصطلح 'الحين'.
السؤال: أين يُستخدم المصطلح 'الحين' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) المنامة
ج) مسقط
د) أبوظبي",أ
الخص,الخص هو عبارة عن مكان صغير خاصة في مزرعة او بستان من نفس اعواد واشجار البستنان للتظلل عليه مؤقتا للراحة خلال وقت عمل المزارع او الفلاح حتى يعود الى بيته مساء - وغالبا يكون الجلوس مرتفعا كالسرير من الخشب مثلا خوفا من الحشرات البرية كالعقارب او الثعابين التي تهرب من حر الشمس الحارقة بالنهار في فصل الصيف خاصة وتأوي الى ظل الخص ,Central,"المهمة: حدد المنطقة التي يرتبط بها استخدام كلمة 'الخص'.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'الخص' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) المدينة المنورة
د) حائل",ب
الخلآ,"هذه الكلمه تأتي بمعنى "" اغرب عن وجهي "" وتقال اثناء الخصام او المنازعات",Central,"المهمة: حدد المكان الذي يرتبط به استخدام كلمة 'الخلآ'.
السؤال: في أي منطقة سعودية تُستخدم كلمة 'الخلآ' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) مكة",أ
الْخَلا,آداة زجر ، وَ تعني الطلب بالرحيل فوراً . وَ تقال عند طفح الكيل وَ العصبية الشديدة وَ لربما تستخدم كآداة للهزل .,Central,"المهمة: حدّد المنطقة التي تُستخدم فيها كلمة 'الْخَلا' بشكل أساسي.
السؤال: أين يُستخدم المصطلح 'الْخَلا' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدوادمي
د) الدمام",أ
الخوصيّة,وهي السكين.,Western,"المهمة: حدد المنطقة الأكثر شيوعًا لاستخدام كلمة 'الخوصية'.
السؤال: أين يُستخدم المصطلح 'الخوصية' بشكل أكثر شيوعاً؟
الخيارات:
أ) جدة
ب) الرياض
ج) مكة
د) الدمام",أ
الدوح,الشجرة العظيمة,Southern,"المهمة: حدد المدينة أو المنطقة الأكثر شيوعاً لاستخدام كلمة 'الدوح'.
السؤال: في أي مناطق السعودية يُستخدم المصطلح 'الدوح' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) الباحة",د
الذّر,النمل الصغير,Western,"المهمة: حدد أين يُستخدم مصطلح 'الذّر' بشكل أكثر شيوعاً.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'الذّر' بشكل رئيسي؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) مكة",أ
الربيع,المكان الذي تجري فيه المياه يسمى ربيع أيضا الأماكن التي نبتت فيها النباتات بعد الأمطار يقال عليها ربيع,Southern,"المهمة: حدد المنطقة في السعودية التي يرتبط بها 'الربيع'.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'الربيع' بشكل رئيسي؟
الخيارات:
أ) مكة
ب) المدينة
ج) الرياض
د) جازان",ب
الزورقي,الزورقي معناها الكذاب اي كذبه كثير,Central,"المهمة: اختر المكان الذي يُستخدم فيه المصطلح بشكل شائع.
السؤال: أين يُستخدم المصطلح 'الزورقي' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) البحرين
د) الكويت",أ
السعلوة,نوع من انواع الجن وهي امرأة تأكل لحم البشر وخصوصا الرجال,Western,"المهمة: حدد أين يُستخدم المصطلح 'السعلوة' بشكل رئيسي.
السؤال: في أي منطقة سعودية يعتبر مصطلح 'السعلوة' أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) مكة
ج) جدة
د) الدمام",ب
الشقردي,الفتى النبيه والنشيط الذي يستطيع إتمام المهام الموكلة له بكل حرفي,Central,"المهمة: حدد أين تستخدم كلمة 'الشقردي' بشكل شائع.
السؤال: أين يُستخدم المصطلح 'الشقردي' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) الدمام
ج) جدة
د) مكة",أ
الضاطور,هو الوزغ أو الأبرص أو الفويسق كما سماه الرسول محمد,Central,"المهمة: حدد المنطقة التي يُستخدم فيها مصطلح 'الضاطور' بشكل رئيسي.
السؤال: في أي منطقة يتم استخدام مصطلح 'الضاطور' بشكل واسع؟
الخيارات:
أ) الرياض
ب) أبوظبي
ج) البحرين
د) الدمام",أ
الضعافين,الضعافين وهم الأطفال,Southern,"المهمة: حدد المكان الذي يُستخدم فيه مصطلح 'الضعافين' بشكل رئيسي.
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'الضعافين' بشكل أكثر شيوعاً؟
الخيارات:
أ) مكة
ب) الرياض
ج) أبها
د) الدمام",أ
الطراقيس,القراطيس,General,"المهمة: حدد الدولة التي تستخدم المصطلح 'الطراقيس' بشكل رئيسي.
السؤال: أي من الدول التالية يتم استخدام كلمة 'الطراقيس' بها؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
الطلطميس,اي ان الحاله سيئه كأن تقول وضعي في الطلطميس اي وضغي سيء جداً,General,"المهمة: تحديد المنطقة الجغرافية المستخدمة فيها كلمة 'الطلطميس'.
السؤال: في أي من الدول التالية يُستخدم المصطلح 'الطلطميس' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين",أ
